class_name,sense,coef_mean,coef_std
Chicago,a,-0.5298798171038154,0.025819329235681587
Chicago,and,-0.38089822001397183,0.026184541142474087
Chicago,as,-0.1932547607329964,0.03844905391473592
Chicago,ask,0.18995386260154476,0.019336066059046773
Chicago,at,-0.38463687661022994,0.01987616075342498
Chicago,away,0.1032282939247225,0.027550507865766394
Chicago,be,-0.4088036530413245,0.0208980692581652
Chicago,begin,0.23867789954661262,0.014314104932589892
Chicago,but,-0.35234482678222545,0.014158014424276463
Chicago,by,-0.22465232966424012,0.05011758275716676
Chicago,close,0.0927408800103542,0.021668711477384493
Chicago,come,0.29331354085402317,0.026824790729253235
Chicago,day,0.18833732803485578,0.019829649622648823
Chicago,do,-0.3988669545387087,0.03561889561860676
Chicago,door,0.13520449020992703,0.028128901271738595
Chicago,eye,-0.0057577403604630595,0.02322124895722896
Chicago,face,0.19631649972519533,0.027712813176528166
Chicago,feel,0.08262545499876836,0.02403000204001067
Chicago,find,0.1801981456587691,0.027755060526040008
Chicago,for,-0.35554089410881257,0.03577918739998509
Chicago,from,-0.294086417838662,0.023686859756145012
Chicago,good,0.3530478137140114,0.011370552183729123
Chicago,hand,0.2029438811078482,0.042164773320876224
Chicago,have,-0.20914461942799312,0.023219619116094124
Chicago,he,-0.4493795167857658,0.020038773984795904
Chicago,head,0.1482208633792361,0.05415094676422119
Chicago,hear,0.14595026619655363,0.03629708826894249
Chicago,her,-0.23243390321519136,0.018837629530955198
Chicago,his,-0.3164197353208319,0.022266107654547392
Chicago,hold,0.08025563352309387,0.030323426657402695
Chicago,house,-0.04618099582723846,0.12644451969364512
Chicago,i,-0.2905076211720665,0.020928551893792342
Chicago,in,-0.5208419206612755,0.01736682225235779
Chicago,it,-0.3630323713156468,0.021600061105401757
Chicago,know,0.4145733512277969,0.031186131620390613
Chicago,leave,0.1093721526241173,0.04881017358962858
Chicago,let,0.13492321657178202,0.01741156969303679
Chicago,life,0.2220148386667539,0.011714807330354942
Chicago,light,0.1054266957449161,0.021128010627534617
Chicago,like,0.08059504028843387,0.019151914395304837
Chicago,little,0.38885604703592314,0.10252340486651741
Chicago,long,0.12141415446085066,0.08183977948081712
Chicago,look,0.2401066104391359,0.018562472873706416
Chicago,love,0.13417204309992126,0.009174627888963265
Chicago,man,0.09660477892158746,0.059175853962753176
Chicago,mean,0.24662091606403727,0.022425929250404757
Chicago,moment,0.16055488376262245,0.019077677332205594
Chicago,my,-0.10934492043922237,0.01198368430144149
Chicago,need,0.11976825787863184,0.0190875168450937
Chicago,night,0.1875745225573872,0.015806683620528974
Chicago,not,-0.13760264889312435,0.02449788090755324
Chicago,of,-0.2859307027723822,0.01981065789985544
Chicago,old,0.14082019438083032,0.03044364516413457
Chicago,on,-0.3298459988828133,0.010267548328079456
Chicago,one,-0.3151222288124268,0.02550623599687478
Chicago,open,0.05314748246648565,0.019957498766538653
Chicago,people,0.13867727924970058,0.026523325264772118
Chicago,place,0.1705886910499246,0.035670015126712466
Chicago,right,0.33003260652407407,0.09556599311976817
Chicago,room,0.13574165572528465,0.02191139055418027
Chicago,run,0.07442095304146719,0.027970613230549127
Chicago,say,-0.3797455333496372,0.017693237892588795
Chicago,she,-0.2530851829698987,0.029953504978289316
Chicago,sit,0.04395597100691809,0.02399835223870351
Chicago,smile,0.06797273628916137,0.02463074793785768
Chicago,sound,-0.016568294977101404,0.02087509451961716
Chicago,speak,0.15529639753306246,0.020636285556352864
Chicago,stand,0.44524859791773386,0.1561607914068333
Chicago,stop,0.10864331466859238,0.025062174168824333
Chicago,talk,0.22089230191417633,0.04070336867915565
Chicago,tell,0.24070532856494262,0.022981926306400783
Chicago,that,-0.2679679422932747,0.02042691092338008
Chicago,the,-0.4944406325340346,0.037650375360364016
Chicago,there,-0.18281319585796219,0.03187320601606677
Chicago,they,-0.16228406811501836,0.009826646801265581
Chicago,thing,0.20312940998223303,0.02889375530389348
Chicago,think,0.38502611937754916,0.04887362798736672
Chicago,this,-0.27102597272810935,0.030610587755691254
Chicago,time,0.20901030197721165,0.027136366152579056
Chicago,to,-0.5756025030966905,0.018133515809499023
Chicago,try,0.09763379845443546,0.056630174865748506
Chicago,turn,0.15910622715349543,0.03159678132689156
Chicago,use,0.07569216426319045,0.048833851720028326
Chicago,voice,-0.049828199555993366,0.032980225550861456
Chicago,walk,-0.0002965831912717015,0.019716948869006712
Chicago,want,0.27910564391177084,0.026767600116891662
Chicago,watch,-0.0019269992349039236,0.02118450360126454
Chicago,way,0.2251443290870458,0.04308568597357861
Chicago,we,-0.18048156322809644,0.02801549113637616
Chicago,what,-0.2894053589632065,0.037861649145398156
Chicago,who,-0.14461646737783965,0.013469822402861138
Chicago,with,-0.25917540140345097,0.022010307162842756
Chicago,woman,0.0010430403562363215,0.0751651496616236
Chicago,word,0.08644718292143384,0.020252826511774815
Chicago,work,0.1517939771511976,0.03446750523822575
Chicago,year,0.08749274943235305,0.04259032148643565
Chicago,yes,0.03660571247055992,0.0530723381982668
Chicago,you,-0.45819923912858745,0.03253073434440064
Chicago,—,0.555699968454725,0.010217331041711606
Chicago,’,0.6265080201288219,0.0101988884132936
Fanfics,a,-3.4938163465269887,0.17834050571159063
Fanfics,and,1.0116373328783603,0.07495733317832258
Fanfics,as,0.2608320120413681,0.13293529491044295
Fanfics,ask,-0.17628591342824027,0.10910983842001871
Fanfics,at,0.17146964462875675,0.06153445748585795
Fanfics,away,0.14691166885827153,0.04120075074608286
Fanfics,be,0.5932994496180775,0.11988198138801158
Fanfics,begin,-0.8135403550644048,0.04181204928431272
Fanfics,but,0.1881669449827854,0.09470254955745686
Fanfics,by,0.23656434630539888,0.1460204614950693
Fanfics,close,-0.12339394661855116,0.05230999514343198
Fanfics,come,-0.07418709426964284,0.14600214766804745
Fanfics,day,0.2745466418265608,0.06856558071551092
Fanfics,do,0.769555070538492,0.12416787724502922
Fanfics,door,-0.2166492981370257,0.11968533531390768
Fanfics,eye,0.10470411301985738,0.02569240385325122
Fanfics,face,-0.07698715443889527,0.027130946360957076
Fanfics,feel,-0.6521768131962287,0.05354680623311721
Fanfics,find,0.14962529678508757,0.11521941582655697
Fanfics,for,0.4063696871644181,0.04210923675281207
Fanfics,from,0.2717334772052134,0.09536114004434146
Fanfics,good,0.16396826114308044,0.13424850370937516
Fanfics,hand,0.22667638017376848,0.026397597079188186
Fanfics,have,-0.6805979345059795,0.06636727760168787
Fanfics,he,0.03335199309286296,0.2061765933650706
Fanfics,head,0.22141922164185485,0.060173637258330595
Fanfics,hear,0.009068346420711564,0.05049703207926515
Fanfics,her,0.25214155697133467,0.0801431804264562
Fanfics,his,0.48052962518614184,0.1022456663707488
Fanfics,hold,0.0014276533287130133,0.101957789553558
Fanfics,house,0.21154040851113845,0.32097894972228086
Fanfics,i,-0.2605538275543634,0.08058978170720783
Fanfics,in,-0.43801013991340304,0.10101061125994135
Fanfics,it,-0.4436609704298853,0.1525620888716388
Fanfics,know,0.3088149721873633,0.04451297933936246
Fanfics,leave,0.1377633912912973,0.055169951836045825
Fanfics,let,0.12107919230887625,0.03251742316353972
Fanfics,life,0.0786223125136415,0.021235020417692436
Fanfics,light,0.03965828020453577,0.12051892306633764
Fanfics,like,-0.1170453450657761,0.07848527802355487
Fanfics,little,0.1717654644023287,0.08642187271313495
Fanfics,long,0.1677102014237066,0.06210165199479222
Fanfics,look,-0.039296684222521194,0.09005809157757329
Fanfics,love,0.6938047824845052,0.11234281225429596
Fanfics,man,0.18370128666770813,0.05581187821103809
Fanfics,mean,-0.2065616644589809,0.060090121454986156
Fanfics,moment,-0.13830636746722358,0.07277849707346137
Fanfics,my,0.3417996682544156,0.07746271525077487
Fanfics,need,-0.11415456213318975,0.03098395261634448
Fanfics,night,-0.04482708791487725,0.06259985227905797
Fanfics,not,-0.24793434746536022,0.1025888243474517
Fanfics,of,0.8161629512601868,0.13928855453611586
Fanfics,old,-0.7697702838930471,0.13424814542408575
Fanfics,on,0.4966492266112206,0.1085791187329994
Fanfics,one,-0.09985280710274852,0.10203277290294736
Fanfics,open,-0.19847372071366778,0.04318720562525892
Fanfics,people,-0.036291066313001975,0.07243033701126353
Fanfics,place,0.10443369417838155,0.04301722029108236
Fanfics,right,-0.10953868063639387,0.06239455686864096
Fanfics,room,-0.6504319825467475,0.09118928673725403
Fanfics,run,-0.09467718531933111,0.09813421584865249
Fanfics,say,-1.1577151882046668,0.10208184175019926
Fanfics,she,0.4779976315213439,0.09225867135581142
Fanfics,sit,-0.537990445831279,0.03401836456778945
Fanfics,smile,0.5600981116390796,0.08958187285667434
Fanfics,sound,0.010581151829923795,0.011417859077229621
Fanfics,speak,-0.0029067783728406373,0.04199633518825849
Fanfics,stand,-0.475388150830763,0.05981111314315109
Fanfics,stop,-0.06890944003377202,0.009708768063601577
Fanfics,talk,-0.019277186122871652,0.03427316820948212
Fanfics,tell,-0.1223643436657839,0.04803366316348914
Fanfics,that,-0.2809167279708686,0.11030720236150184
Fanfics,the,-2.4580510913416878,0.22414102567111588
Fanfics,there,0.3209393715806267,0.044327782840415754
Fanfics,they,0.3975295862160157,0.07905352958307303
Fanfics,thing,0.15752039139214144,0.09393776317067394
Fanfics,think,0.18326996654473704,0.0988407559554693
Fanfics,this,0.17374413570955904,0.11205414506093143
Fanfics,time,0.20580854254607997,0.10630441715397317
Fanfics,to,1.0374687363329822,0.029205263973422074
Fanfics,try,-0.05182374017533942,0.07693822090878158
Fanfics,turn,0.10717841381474444,0.07298355902883562
Fanfics,use,-0.4131488532779666,0.0523646159207685
Fanfics,voice,-0.39434201963680177,0.04260663896132548
Fanfics,walk,-0.2224844741465796,0.039041919346984824
Fanfics,want,-0.29432284349564225,0.05209203942598868
Fanfics,watch,-0.2242842646342602,0.03839444135863292
Fanfics,way,-0.2676418145880962,0.11443663173220728
Fanfics,we,-0.10030733114552907,0.07376456709506399
Fanfics,what,0.2027049993817711,0.059014740927387364
Fanfics,who,0.15116689408836897,0.06801152733394443
Fanfics,with,-0.03401829543898114,0.0434037531509883
Fanfics,woman,0.14199691044411772,0.0467429672579297
