word,auditory.mean,gustatory.mean,haptic.mean,interoceptive.mean,olfactory.mean,visual.mean,foot_leg.mean,hand_arm.mean,head.mean,mouth.mean,torso.mean,auditory.sd,gustatory.sd,haptic.sd,interoceptive.sd,olfactory.sd,visual.sd,foot_leg.sd,hand_arm.sd,head.sd,mouth.sd,torso.sd
boring,1.6,0.466666667,0.2,2.733333333,0.066666667,1.466666667,0.428571429,0.333333333,2.285714286,0.904761905,0.476190476,1.882247896,1.35576371,0.414039336,1.533747356,0.25819889,1.767430203,1.164964745,1.110555417,1.978455386,1.670471847,1.249761882
boringly,2.222222222,0.222222222,0.5,2.5,0.277777778,2.0,0.142857143,0.333333333,2.761904762,0.952380952,0.19047619,2.101975417,0.942809042,1.043185168,2.065116433,0.95828005,1.84709629,0.478091444,0.795822426,2.047065263,1.359271514,0.601585208
boringness,2.15,0.0,0.1,3.15,0.0,2.4,0.684210526,1.0,2.578947368,2.157894737,0.631578947,1.755442664,0.0,0.307793506,1.954078057,0.0,1.759186415,1.056862841,1.201850425,2.11649053,2.034785216,0.955133866
born,2.4375,0.4375,1.0,1.4375,0.625,3.5,1.388888889,1.555555556,2.5,1.166666667,2.5,2.096624271,1.31497782,1.591644852,1.860779407,1.408308678,2.0,1.85151413,1.722591147,2.065116433,1.465284554,2.202939213
borough,0.625,0.0,0.3125,0.3125,0.25,2.75,1.277777778,0.944444444,2.0,0.777777778,0.722222222,1.258305739,0.0,0.793200269,0.602079729,0.577350269,1.949358869,1.840893503,1.551933224,1.680336101,1.516790557,1.363626461
borrow,1.263157895,0.0,1.263157895,0.157894737,0.210526316,2.210526316,0.315789474,2.473684211,2.052631579,1.473684211,0.315789474,1.521771821,0.0,1.661395172,0.501459857,0.535303379,2.097060042,0.749268649,1.954152873,2.067571958,1.954152873,0.749268649
borrowable,1.052631579,0.0,1.263157895,0.578947368,0.052631579,2.473684211,0.05,1.15,1.5,0.85,0.05,1.508261848,0.0,1.851188965,1.121298329,0.229415734,1.775400457,0.223606798,1.531253357,1.933091334,1.308876577,0.223606798
borrower,1.368421053,0.157894737,0.368421053,0.578947368,0.0,2.0,0.888888889,2.5,2.611111111,2.444444444,1.111111111,1.422459775,0.688247202,0.830697586,0.96123702,0.0,1.732050808,1.490711985,1.977818168,1.974510777,1.976991839,1.450715397
borrowing,1.764705882,0.294117647,1.0,0.588235294,0.294117647,2.647058824,0.578947368,2.789473684,2.210526316,1.210526316,0.421052632,1.786386428,1.212678125,1.802775638,1.416810835,1.212678125,1.902011319,1.426565007,1.781976037,2.043388998,1.843274483,1.216360211
bosom,1.0,1.0,2.916666667,2.083333333,1.0,3.75,0.166666667,1.277777778,1.111111111,0.666666667,3.555555556,1.705605731,1.954016842,2.314316445,2.1514618,1.906925178,1.544785952,0.707106781,2.16402554,1.811365714,1.571810496,2.120549935
boss,3.5,0.136363636,0.727272727,0.818181818,0.5,4.0,1.238095238,2.142857143,3.19047619,3.142857143,1.0,1.596126263,0.639602149,1.241420775,1.139605765,1.10194633,1.345185418,1.868281614,1.956673562,1.990453406,1.982062418,1.516575089
bossed,2.4375,0.0,0.3125,1.3125,0.0,2.1875,0.611111111,1.055555556,2.0,1.166666667,0.722222222,2.096624271,0.0,0.704154339,1.778341924,0.0,1.973786547,1.195033295,1.830211245,2.351470128,1.790497795,1.319784098
bossiness,2.75,0.0,0.125,0.375,0.0,2.875,0.333333333,0.555555556,3.166666667,2.833333333,0.333333333,1.914854216,0.0,0.5,0.885061203,0.0,1.927865832,0.84016805,0.983524408,2.065116433,1.823054967,0.84016805
bossing,2.705882353,0.0,0.235294118,0.470588235,0.0,2.647058824,0.428571429,1.333333333,1.80952381,3.285714286,0.380952381,2.143732314,0.0,0.9701425,1.178857872,0.0,1.998160919,0.746420027,1.425949976,1.96517296,2.052872552,0.74001287
bossy,3.6875,0.0625,0.1875,1.5625,0.125,3.0,0.473684211,1.526315789,2.684210526,3.0,0.473684211,1.815443013,0.25,0.75,1.67207456,0.5,1.788854382,0.904827857,1.263523339,1.796683104,1.914854216,0.904827857
botanic,0.277777778,0.055555556,1.166666667,0.0,1.444444444,2.833333333,0.533333333,1.6,3.133333333,0.933333333,0.466666667,0.669113158,0.23570226,1.617914416,0.0,1.652884189,1.886484437,1.125462868,1.843908891,1.959105724,1.222799287,1.125462868
botanical,0.944444444,0.0,1.111111111,0.166666667,1.888888889,3.555555556,0.842105263,2.105263158,2.894736842,1.052631579,0.789473684,1.589384721,0.0,1.604731566,0.514495755,1.936913521,1.503807803,1.42451387,1.911797782,1.760515608,1.580213917,1.397575177
botanically,0.5625,0.875,1.75,0.5625,1.9375,3.625,1.166666667,1.833333333,2.388888889,1.277777778,0.833333333,1.263262971,1.74642492,1.770122406,1.263262971,1.806239187,1.454876856,2.007339474,1.977818168,2.061949075,1.903728711,1.790497795
botanist,1.0,0.071428571,0.714285714,0.071428571,1.071428571,2.928571429,0.736842105,1.421052632,2.684210526,0.947368421,0.473684211,1.519109051,0.267261242,1.637473261,0.267261242,1.899971081,2.055547306,1.407997209,1.923994383,2.001461454,1.268143184,1.123902974
botany,0.3125,0.125,1.5625,0.125,0.875,3.3125,1.05,2.75,3.0,0.85,0.8,0.602079729,0.5,1.364734406,0.341565026,1.147460965,1.701714821,1.538112309,1.915999121,1.376494403,1.182103388,1.361114095
botch,1.933333333,0.0,0.8,0.666666667,0.0,3.0,0.444444444,1.555555556,1.444444444,0.666666667,0.277777778,2.016597795,0.0,1.698739028,1.588650221,0.0,2.0,1.041617646,2.006525303,1.854159782,1.188177052,0.751903902
botched,1.0,0.5,0.625,0.8125,0.5,2.5625,1.0,1.666666667,2.466666667,1.6,0.8,1.366260102,1.154700538,1.204159458,1.600781059,1.154700538,1.896268265,1.647508942,1.799470822,2.231804736,1.843908891,1.373213125
botchy,0.875,0.3125,0.9375,0.75,0.3125,2.875,0.375,1.25,1.8125,0.5,0.0625,1.258305739,1.01447852,1.388944443,1.290994449,1.01447852,1.857417562,0.806225775,1.570562532,2.040220576,1.095445115,0.25
both,2.05,0.55,2.1,1.1,0.5,3.15,0.944444444,0.944444444,1.388888889,0.333333333,0.277777778,2.089447169,1.145931017,2.049390153,1.651155895,1.147078669,1.814415956,1.924217862,1.924217862,2.090282528,1.188177052,1.178511302
bother,1.777777778,0.0,0.111111111,1.833333333,0.0,1.444444444,0.684210526,0.947368421,2.210526316,2.105263158,0.578947368,1.767535857,0.0,0.323380833,1.543487266,0.0,1.616904167,1.335524515,1.544656891,1.960128889,1.882514183,1.261207071
bothersome,2.4375,0.375,0.0625,1.9375,0.3125,2.4375,0.631578947,0.842105263,3.210526316,1.368421053,0.684210526,1.824600413,0.885061203,0.25,1.806239187,0.87321246,1.824600413,1.300022492,1.302269724,2.123386901,1.920952493,1.416279617
bottle,0.764705882,0.294117647,2.705882353,0.0,0.352941176,4.176470588,0.368421053,3.631578947,1.736842105,2.842105263,0.526315789,1.251469724,0.685994341,1.759428383,0.0,1.05718828,1.286239389,0.683985568,1.382852379,1.820930936,1.863782233,0.964274111
bottle opener,1.529411765,0.0,3.294117647,0.176470588,0.176470588,4.411764706,0.0,4.263157895,1.052631579,0.052631579,0.315789474,1.972233729,0.0,1.759428383,0.727606875,0.52859414,0.870260272,0.0,1.557851272,1.508261848,0.229415734,1.157230006
bottlebrush,0.181818182,0.0,2.363636364,0.0,0.454545455,3.272727273,0.0,2.5,0.8125,0.0625,0.0625,0.603022689,0.0,1.747725795,0.0,1.035725481,2.004540301,0.0,2.12916259,1.641899307,0.25,0.25
bottled,0.5,0.666666667,2.111111111,0.333333333,0.055555556,4.0,0.0,0.9,0.7,0.7,0.3,0.985184366,1.495090003,1.906301898,0.84016805,0.23570226,1.328422328,0.0,1.165287405,1.174285897,1.128576187,0.923380517
bottlelike,0.210526316,0.0,2.421052632,0.157894737,0.0,3.526315789,0.388888889,1.666666667,1.722222222,0.777777778,0.777777778,0.418853908,0.0,2.243900113,0.501459857,0.0,1.982378511,0.777544316,2.057983022,2.023554111,1.308594017,1.308594017
bottleneck,0.842105263,0.0,1.157894737,0.105263158,0.0,3.842105263,0.5,1.45,1.1,0.35,0.55,1.384965218,0.0,1.641921567,0.458831468,0.0,1.7082531,0.888523317,1.731290969,1.586124041,0.812727701,1.099042646
bottlenose,0.733333333,0.266666667,1.733333333,0.4,0.333333333,3.6,0.448275862,0.724137931,2.068965517,0.655172414,0.413793103,1.579632266,1.032795559,2.051712409,0.91025899,1.046536237,1.723783215,1.088452601,1.250615612,1.962706486,1.446075034,0.945562621
bottler,1.133333333,0.466666667,1.2,0.4,0.466666667,3.6,0.473684211,2.631578947,1.473684211,0.473684211,0.684210526,1.505545305,1.302013093,1.934646516,1.298350602,1.302013093,1.843908891,1.123902974,2.265944157,1.866917276,1.020262551,1.335524515
bottling,1.333333333,0.166666667,2.055555556,0.277777778,0.222222222,3.277777778,0.761904762,2.761904762,1.666666667,1.0,0.761904762,1.236693885,0.707106781,2.099642049,0.751903902,0.548318881,1.637988564,1.261140829,1.921061215,1.770122406,1.516575089,1.338086765
bottom,0.45,0.0,2.35,0.8,0.15,3.9,0.789473684,0.684210526,0.684210526,0.052631579,1.263157895,0.998683344,0.0,1.843195166,1.641565363,0.366347549,1.410487038,1.474936811,1.335524515,1.376494403,0.229415734,1.75885396
bottom line,1.470588235,0.176470588,0.352941176,0.882352941,0.294117647,2.058823529,0.157894737,0.473684211,2.263157895,0.210526316,0.105263158,1.771921523,0.727606875,0.996316746,1.763602596,0.848874688,2.014652211,0.688247202,1.306752593,2.256893274,0.630603535,0.458831468
bottom up,0.95,1.1,1.15,0.65,0.3,3.65,1.941176471,1.294117647,1.470588235,0.882352941,1.411764706,1.503504678,1.860956178,1.531253357,1.089422831,0.923380517,1.496487115,1.951620744,1.531531337,1.73629084,1.317305628,1.872792819
bottomed,0.733333333,0.066666667,1.466666667,1.133333333,0.133333333,2.8,1.0625,1.0,1.75,0.4375,0.75,1.486446706,0.25819889,1.846489591,1.807392228,0.516397779,2.210365193,1.652018967,1.414213562,1.983263304,0.892094913,1.125462868
bottoming,2.0,0.133333333,1.2,1.933333333,0.066666667,3.0,1.307692308,0.846153846,1.461538462,1.230769231,1.615384615,1.812653934,0.351865775,1.320173149,1.830950833,0.25819889,1.603567451,1.974192467,1.519109051,1.941450687,1.921537846,1.894661867
bottomless,0.833333333,0.0,0.888888889,0.277777778,0.0,2.833333333,0.7,0.45,1.6,0.25,0.7,1.653872461,0.0,1.778594584,0.826442095,0.0,2.332632948,1.525226472,0.998683344,2.036508881,0.910465468,1.380312703
bottomline,1.95,0.0,0.2,0.25,0.0,2.4,0.047619048,0.380952381,1.904761905,0.904761905,0.047619048,1.986136159,0.0,0.894427191,0.716350399,0.0,2.01049876,0.21821789,0.973457265,2.233937374,1.546116487,0.21821789
bottommost,1.214285714,0.5,1.928571429,0.714285714,0.5,2.857142857,1.2,1.2,1.85,0.7,0.25,2.044827299,1.400549343,2.234839031,1.637473261,1.400549343,2.178819118,1.7651599,1.794729125,2.207046133,1.341640786,0.550119604
botulism,0.923076923,0.692307692,0.384615385,3.538461538,0.307692308,1.538461538,0.4,0.533333333,1.8,1.6,1.733333333,1.60527975,1.548365557,1.120897077,1.983909634,0.630425172,1.664100589,1.055597326,1.125462868,2.077085871,2.229670059,2.250925735
bought,2.0,0.444444444,2.166666667,0.611111111,0.388888889,3.0,0.684210526,2.157894737,2.263157895,1.052631579,0.578947368,2.086370335,1.041617646,2.036432867,1.092158623,1.243282604,2.114376559,1.335524515,2.034785216,2.050531239,1.508261848,1.304513084
bouillon,0.2,4.133333333,1.4,0.2,2.8,2.933333333,0.1875,1.75,1.1875,2.8125,0.25,0.560611911,1.726543478,1.843908891,0.560611911,1.934646516,1.751190072,0.75,2.081665999,1.905037182,2.344319375,0.774596669
bouillon cube,0.055555556,4.055555556,2.166666667,0.166666667,2.944444444,3.444444444,0.0,1.95,1.8,3.75,0.2,0.23570226,1.109966731,1.72353945,0.383482494,1.304842664,1.293523334,0.0,2.038446261,1.704483252,1.371706582,0.894427191
boulder,0.833333333,0.222222222,2.666666667,0.277777778,0.111111111,3.833333333,1.238095238,2.095238095,1.952380952,0.095238095,0.619047619,1.465284554,0.732084498,1.782265577,0.826442095,0.323380833,1.382665797,1.48002574,1.841324575,2.060975266,0.300792604,1.160869953
boulevard,1.894736842,0.0,0.421052632,0.157894737,0.684210526,4.210526316,2.523809524,0.857142857,2.476190476,0.619047619,0.80952381,1.882514183,0.0,0.768533197,0.501459857,1.204280863,1.228320776,2.040074695,1.424279266,1.96517296,1.07126983,1.435933411
bounce,1.588235294,0.0,1.558823529,0.5,0.0,4.0,2.823529412,2.0,1.941176471,0.882352941,1.470588235,1.707694655,0.0,1.87796112,0.929320377,0.0,1.435481125,1.748949264,1.576340219,1.791244302,1.492703585,1.7792626
bounce back,1.388888889,0.055555556,0.944444444,0.444444444,0.0,2.777777778,1.15,1.2,2.3,0.75,0.8,1.576999716,0.23570226,1.731107168,0.921777198,0.0,2.101975417,1.531253357,1.399247918,2.00262985,1.517442447,1.361114095
bouncer,2.1,0.0,1.0,0.45,0.3,3.5,1.736842105,1.894736842,2.421052632,1.368421053,1.789473684,1.744163199,0.0,1.654340384,1.145931017,0.923380517,1.572795031,1.995609215,2.024701263,2.1938244,1.73879033,2.070398442
bounciness,1.105263158,0.210526316,2.105263158,1.842105263,0.157894737,2.789473684,2.315789474,1.473684211,1.368421053,0.368421053,0.947368421,1.486783883,0.713282504,1.559727072,2.007296631,0.501459857,1.812884361,1.827342684,1.836918345,1.770452745,1.164785451,1.35292622
bouncing,1.473684211,0.0,1.157894737,0.789473684,0.0,3.684210526,2.6,1.95,1.9,0.65,1.25,1.806421295,0.0,1.607729866,1.43677677,0.0,1.701392618,2.087557122,2.01246118,1.970840056,1.460893742,1.743408639
bouncingly,1.333333333,0.111111111,1.666666667,1.388888889,0.166666667,3.222222222,3.0,2.277777778,1.777777778,0.555555556,2.277777778,1.45521375,0.471404521,1.782265577,1.500544563,0.707106781,1.767535857,2.057983022,1.775836358,1.767535857,1.247219129,1.903728711
bouncy,1.111111111,0.0,1.666666667,0.888888889,0.0,4.0,3.0,2.75,1.75,0.9,1.85,1.367216532,0.0,1.748949264,1.450715397,0.0,1.45521375,1.891810606,1.888329811,1.743408639,1.447320573,1.663066287
bound,0.611111111,0.0,3.166666667,1.111111111,0.111111111,2.0,1.7,2.7,2.15,1.0,1.4,1.289728147,0.0,1.42457424,1.567646752,0.323380833,1.748949264,1.976173868,2.00262985,2.109502311,1.169795304,1.729009452
boundary,0.882352941,0.0,1.647058824,0.235294118,0.352941176,3.294117647,2.1875,2.375,2.25,1.25,1.375,1.495090003,0.0,1.902011319,0.752446989,1.05718828,1.829094922,1.641899307,1.62788206,1.843908891,1.483239697,1.586400538
bounded,0.894736842,0.263157895,2.526315789,1.631578947,0.263157895,3.421052632,1.263157895,2.157894737,1.105263158,0.736842105,0.736842105,1.448935887,1.147078669,2.143942916,1.801558779,1.147078669,1.804801912,1.593113836,1.893355572,1.594948165,1.367971136,1.367971136
bounding,0.470588235,0.117647059,1.588235294,1.176470588,0.117647059,3.058823529,1.578947368,1.684210526,1.052631579,0.526315789,1.052631579,0.943242218,0.48507125,1.73417212,1.878672873,0.48507125,2.075770587,2.090076805,2.28649736,1.682382048,1.306752593,1.580213917
boundless,1.25,0.05,0.25,1.5,0.1,2.65,1.4,1.15,2.15,1.25,1.2,1.831737743,0.223606798,0.716350399,1.762175689,0.307793506,1.814415956,1.846761034,1.531253357,1.980829172,1.681947493,1.641565363
boundlessly,1.578947368,0.315789474,1.684210526,1.105263158,0.105263158,2.894736842,1.047619048,1.333333333,2.142857143,1.142857143,0.571428571,1.835325871,1.157230006,1.887168119,1.629408101,0.458831468,2.306867449,1.359271514,1.591644852,1.982062418,1.458962449,0.9258201
boundlessness,0.133333333,0.066666667,0.4,1.533333333,0.066666667,2.333333333,1.421052632,1.631578947,2.315789474,1.157894737,0.947368421,0.351865775,0.25819889,0.91025899,2.065591118,0.25819889,2.093072474,1.773752753,1.73879033,2.187150139,1.7082531,1.432700799
bounteous,0.5,0.2,0.7,0.5,0.3,3.0,0.357142857,1.214285714,1.928571429,1.428571429,0.5,1.08012345,0.632455532,1.33749351,0.849836586,0.674948558,2.160246899,0.841897386,1.968153036,2.129076568,1.869359648,0.854850414
bountiful,0.333333333,0.533333333,0.933333333,0.6,0.466666667,3.0,0.75,1.9375,2.9375,0.6875,0.5,0.6172134,1.125462868,1.486446706,0.91025899,0.743223353,1.511857892,1.290994449,1.52616076,1.806239187,1.138346754,1.095445115
bountifully,0.764705882,0.529411765,1.294117647,1.117647059,0.411764706,3.470588235,0.842105263,1.368421053,2.105263158,1.105263158,0.789473684,1.480262298,0.943242218,1.531531337,1.691240408,0.618346942,1.771921523,1.675415633,1.977948609,2.078854835,1.559727072,1.652571981
bountifulness,1.2,0.666666667,1.066666667,0.8,0.466666667,3.8,0.777777778,1.5,2.333333333,0.944444444,0.888888889,1.207121724,1.175139303,1.279880947,1.207121724,0.915475416,1.473576795,1.628985811,1.823054967,1.909727421,1.513555309,1.567646752
bounty,1.0,0.3125,1.3125,0.1875,0.4375,3.6875,1.157894737,1.578947368,2.421052632,1.263157895,1.157894737,1.366260102,0.87321246,1.887458609,0.75,1.030776406,1.701714821,1.607729866,1.773752753,2.11649053,1.484815936,1.462993806
bouquet,0.222222222,0.388888889,1.722222222,0.5,2.444444444,3.166666667,0.55,2.5,3.25,1.05,0.8,0.548318881,1.243282604,1.601673961,1.465284554,1.854159782,1.855040827,1.394538218,1.877848713,2.124419425,1.66938375,1.436369693
bourbon,0.555555556,3.333333333,1.277777778,1.944444444,2.5,3.055555556,0.8,1.85,2.25,3.75,0.95,0.921777198,2.249182858,1.994272846,2.099642049,2.148871113,1.893400993,1.50787407,2.058998223,2.314144152,1.831737743,1.503504678
bourgeois,1.4,0.7,0.2,0.6,0.5,2.3,1.0,1.142857143,2.571428571,1.285714286,1.071428571,1.646545205,1.251665557,0.632455532,0.966091783,0.971825316,2.057506582,1.568929081,1.610405723,1.650840612,1.683794772,1.685425567
bourgeoisie,1.909090909,0.727272727,0.909090909,1.454545455,0.727272727,2.272727273,0.461538462,0.923076923,2.307692308,1.384615385,0.538461538,1.972538743,1.678744119,1.700267359,1.916436086,1.678744119,1.902151891,1.391365314,1.497861724,1.84321347,1.804552647,1.391365314
bout,1.5625,0.0,0.9375,0.75,0.0625,2.5,0.777777778,1.388888889,1.388888889,0.277777778,0.888888889,1.896268265,0.0,1.768945072,1.183215957,0.25,2.033060091,1.516790557,2.004080804,1.974510777,0.57451315,1.567646752
boutique,1.0,0.235294118,1.294117647,0.235294118,1.176470588,3.823529412,1.047619048,1.333333333,2.476190476,0.80952381,0.761904762,1.457737974,0.752446989,1.829094922,0.562295715,1.667156791,1.550616576,1.359271514,1.683250823,1.96517296,1.470341716,1.374945886
bovine,3.0,1.2,2.266666667,0.266666667,2.533333333,4.133333333,0.3125,1.4375,1.9375,1.25,0.1875,1.511857892,1.740279124,1.79151439,0.59361684,1.407463101,1.187233679,0.602079729,1.459166429,1.948289848,1.653279569,0.403112887
bow,0.529411765,0.0,2.058823529,0.411764706,0.0,3.352941176,0.904761905,1.904761905,1.666666667,0.142857143,2.142857143,0.799816155,0.0,2.22122118,1.003669737,0.0,1.966633433,1.513431925,1.946914531,1.932183566,0.478091444,2.080521913
bow out,1.210526316,0.210526316,0.210526316,1.210526316,0.157894737,2.578947368,1.166666667,1.5,2.611111111,1.166666667,1.777777778,1.812884361,0.713282504,0.713282504,1.618605276,0.688247202,1.923994383,1.58113883,1.72353945,2.004080804,1.757337558,1.699673171
bow tie,0.052631579,0.0,2.736842105,0.0,0.052631579,4.157894737,0.105263158,3.526315789,2.473684211,1.0,2.421052632,0.229415734,0.0,1.939132259,0.0,0.229415734,1.42451387,0.315301768,1.504379571,1.982378511,1.598610508,1.894899278
bowed,0.3125,0.0,1.5,0.6875,0.0,2.75,1.2,1.65,2.5,0.5,2.25,1.01447852,0.0,1.591644852,1.25,0.0,1.843908891,1.576137851,1.598519051,2.090076805,0.827170192,2.048748013
bowel,2.058823529,0.411764706,0.705882353,2.294117647,1.588235294,2.352941176,0.153846154,0.076923077,1.230769231,0.692307692,4.076923077,1.919328927,1.175735064,1.403776419,1.992633492,2.001837391,1.966633433,0.375533808,0.277350098,1.83275049,1.493575988,1.705947364
bowel movement,1.555555556,0.0,0.555555556,4.444444444,2.555555556,2.222222222,0.571428571,0.857142857,0.952380952,0.476190476,4.333333333,1.616904167,0.0,0.983524408,1.247219129,1.976991839,1.733936547,1.362770288,1.352246808,1.564486832,1.123345344,1.110555417
bowels,0.941176471,0.0,0.352941176,3.352941176,0.941176471,0.764705882,0.6,0.25,0.25,0.15,2.9,1.248528546,0.0,0.70188821,1.998160919,1.29762226,1.601928984,1.429022485,0.638666374,0.638666374,0.670820393,2.245463262
bowing,0.923076923,0.0,0.230769231,0.923076923,0.0,4.461538462,1.380952381,2.333333333,2.761904762,0.285714286,3.571428571,1.891275516,0.0,0.59914469,1.705947364,0.0,0.877058019,1.657594356,1.683250823,1.841324575,0.902377811,1.535298947
bowl,0.947368421,0.052631579,4.210526316,0.0,0.052631579,4.526315789,1.380952381,2.904761905,1.571428571,1.0,1.380952381,1.544656891,0.229415734,1.315672509,0.0,0.229415734,1.218761715,1.802115159,1.972429008,1.748468718,1.516575089,1.627150592
bowleg,0.25,0.1875,0.875,0.5,0.0625,3.5625,3.157894737,0.315789474,0.736842105,0.210526316,0.210526316,0.774596669,0.75,1.707825128,1.095445115,0.25,1.860779407,2.242596657,0.820069887,1.521771821,0.713282504,0.713282504
bowlegged,0.285714286,0.214285714,0.571428571,0.5,0.285714286,3.928571429,3.0,0.0,0.894736842,0.0,0.105263158,1.069044968,0.801783726,1.222499691,1.091928428,1.069044968,1.384768001,2.309401077,0.0,1.594948165,0.0,0.315301768
bowler,1.777777778,0.0,1.111111111,0.222222222,0.055555556,4.055555556,2.523809524,3.333333333,2.380952381,0.761904762,1.80952381,1.986885104,0.0,1.778594584,0.732084498,0.23570226,1.625973816,1.88730092,1.879716291,2.060975266,1.410842369,1.631534481
bowler hat,0.142857143,0.095238095,2.428571429,0.19047619,0.19047619,3.619047619,0.285714286,2.0,4.571428571,0.238095238,0.238095238,0.478091444,0.43643578,1.719634513,0.872871561,0.679635757,1.564486832,1.10194633,1.303840481,0.870139562,0.700340053,0.889087279
bowlful,0.352941176,0.764705882,1.764705882,0.176470588,0.294117647,3.588235294,0.294117647,2.058823529,2.117647059,1.294117647,0.470588235,0.70188821,1.480262298,1.640480561,0.727606875,0.771743633,1.769845457,0.685994341,1.983386883,2.232777221,1.862951485,0.943242218
bowlike,0.25,0.0,1.8125,0.0625,0.0,3.3125,0.235294118,1.588235294,2.235294118,0.470588235,0.294117647,0.447213595,0.0,1.796988221,0.25,0.0,1.956825661,0.437237316,2.063335392,2.165912388,0.874474632,0.587867532
bowling,1.882352941,0.058823529,2.411764706,0.470588235,0.176470588,3.647058824,3.1,4.2,3.1,0.6,2.0,1.763602596,0.242535625,1.938389265,1.007326105,0.52859414,1.656093916,1.803505359,1.576137851,1.803505359,0.994722918,1.685854461
bowling ball,1.117647059,0.0,3.058823529,0.117647059,0.0,3.470588235,1.3,3.9,2.0,0.35,1.15,1.268973647,0.0,1.477776549,0.48507125,0.0,1.545867356,1.657518754,1.713721712,1.891810606,1.136708082,1.496487115
bowls,0.761904762,0.380952381,3.0,0.19047619,0.333333333,3.857142857,0.65,3.3,2.25,1.1,0.45,1.410842369,0.973457265,1.702938637,0.601585208,0.658280589,1.740279124,1.268027893,1.838191331,1.970172314,1.83245593,1.099042646
bowstring,1.375,0.0,2.0625,0.0,0.0,3.125,0.666666667,3.238095238,1.476190476,0.333333333,1.285714286,1.668332501,0.0,2.080664958,0.0,0.0,1.668332501,1.064581295,1.946914531,1.806074407,0.795822426,1.792842914
bowtie,0.157894737,0.052631579,3.210526316,0.210526316,0.105263158,4.210526316,0.210526316,2.736842105,2.526315789,0.631578947,1.578947368,0.374634325,0.229415734,1.843274483,0.917662935,0.315301768,1.182227059,0.713282504,1.967573386,2.318246968,1.570934835,1.865350413
box,0.105263158,0.0,3.421052632,0.052631579,0.105263158,4.368421053,0.842105263,2.684210526,1.789473684,0.631578947,0.894736842,0.315301768,0.0,1.57465303,0.229415734,0.315301768,1.011628298,1.25888654,2.212405217,1.902599023,1.570934835,1.370106924
box office,1.9,0.0,0.3,0.05,0.1,3.55,0.842105263,1.421052632,2.263157895,0.947368421,1.0,1.970840056,0.0,0.732695097,0.223606798,0.447213595,1.700619082,1.42451387,1.609547537,2.104020101,1.508261848,1.490711985
boxcar,2.3125,0.0,1.4375,0.0625,0.3125,3.25,1.45,1.5,1.8,0.45,1.45,1.815443013,0.0,1.590335394,0.25,0.602079729,1.843908891,1.700619082,1.849608778,1.989445837,0.759154655,1.791059669
boxer,1.411764706,0.0,2.0,0.823529412,0.294117647,3.705882353,1.789473684,3.736842105,2.894736842,0.947368421,2.210526316,1.227743027,0.0,1.870828693,1.074435556,0.771743633,1.611082939,1.583910329,1.367971136,1.822535988,1.682382048,1.873171623
boxer shorts,0.888888889,0.0,3.222222222,0.5,0.444444444,4.055555556,3.45,1.05,1.2,0.3,1.45,1.3234931,0.0,1.832887646,1.465284554,0.855585264,1.055641551,1.877147893,1.820208201,1.962812161,0.923380517,1.820208201
boxing,3.055555556,0.222222222,2.611111111,1.333333333,0.5,4.055555556,2.8125,3.625,2.6875,0.75,2.3125,1.731107168,0.732084498,2.35494196,2.0,1.339446769,1.392087819,1.939716474,2.028957039,1.815443013,1.125462868,1.851800925
boxing gloves,0.823529412,0.0,2.588235294,0.058823529,0.588235294,3.235294118,0.2,4.05,1.15,0.1,0.2,1.185078801,0.0,2.123052741,0.242535625,1.003669737,2.107409896,0.894427191,1.820208201,1.694418081,0.307793506,0.695852374
boxing match,2.842105263,0.105263158,0.947368421,1.315789474,0.368421053,4.105263158,2.684210526,3.421052632,3.736842105,1.894736842,3.0,2.061907367,0.315301768,1.682382048,1.733738144,0.683985568,1.760515608,2.161600014,2.063324972,1.939132259,1.969058908,2.081665999
boxing ring,1.65,0.05,1.9,0.35,0.6,4.05,2.611111111,2.777777778,3.222222222,1.0,2.555555556,1.899445903,0.223606798,1.970840056,0.670820393,0.820782682,1.571958216,2.090282528,2.073801725,1.699673171,1.714985851,2.035630332
boxingglove,0.888888889,0.333333333,2.777777778,0.444444444,0.888888889,3.777777778,0.238095238,3.80952381,1.047619048,0.523809524,0.714285714,1.231397527,0.84016805,1.926763686,1.338226316,1.367216532,1.555088632,0.624880941,2.08851736,1.774153051,1.400680107,1.27054544
boxlike,0.0625,0.0,1.9375,0.0,0.0,3.6875,0.578947368,1.263157895,1.315789474,0.263157895,0.631578947,0.25,0.0,1.982212568,0.0,0.0,2.088659857,1.304513084,1.593113836,1.701392618,1.147078669,1.211542924
boxy,0.166666667,0.0,1.916666667,0.083333333,0.0,3.75,0.076923077,1.230769231,1.923076923,0.153846154,0.461538462,0.577350269,0.0,1.729862492,0.288675135,0.0,1.544785952,0.277350098,1.535895296,1.891275516,0.375533808,1.391365314
boy,2.4375,0.3125,1.3125,0.25,0.5,4.0,1.684210526,2.0,2.789473684,1.631578947,1.631578947,1.824600413,0.793200269,1.579820665,0.683130051,1.316561177,1.549193338,2.109571615,2.134374746,2.149391319,2.033347713,2.060488785
boy scout,1.947368421,0.368421053,1.157894737,0.473684211,0.578947368,4.0,0.631578947,0.789473684,2.473684211,1.157894737,0.421052632,1.957143162,1.211542924,1.803181075,1.428613199,1.464991068,1.666666667,1.256561725,1.182227059,1.982378511,1.7082531,0.837707817
