word,auditory.mean,gustatory.mean,haptic.mean,interoceptive.mean,olfactory.mean,visual.mean,foot_leg.mean,hand_arm.mean,head.mean,mouth.mean,torso.mean,auditory.sd,gustatory.sd,haptic.sd,interoceptive.sd,olfactory.sd,visual.sd,foot_leg.sd,hand_arm.sd,head.sd,mouth.sd,torso.sd
a,2.214285714,0.0,0.428571429,0.0,0.0,2.428571429,0.0,0.357142857,1.071428571,0.357142857,0.0,2.259290952,0.0,0.937614462,0.0,0.0,2.408775166,0.0,1.33630621,2.129076568,1.33630621,0.0
a cappella,4.333333333,0.0,0.222222222,0.722222222,0.0,1.666666667,0.380952381,0.428571429,2.714285714,3.714285714,1.0,1.608799333,0.0,0.548318881,1.363626461,0.0,1.909727421,0.973457265,1.075705748,1.901127485,1.847778589,1.449137675
aardvark,1.625,0.5625,1.625,0.0625,1.25,4.125,0.176470588,0.705882353,2.235294118,0.058823529,0.058823529,1.784189825,1.263262971,1.927865832,0.25,1.879716291,1.258305739,0.52859414,1.311711948,1.92124347,0.242535625,0.242535625
aback,1.294117647,0.058823529,0.294117647,1.352941176,0.0,2.823529412,0.0,0.0,3.272727273,0.363636364,0.181818182,1.896203638,0.242535625,0.985184366,1.800735144,0.0,2.007339474,0.0,0.0,1.902151891,0.924416278,0.603022689
abacus,1.555555556,0.166666667,3.722222222,0.277777778,0.111111111,3.944444444,0.0,2.473684211,2.631578947,0.105263158,0.0,1.616904167,0.514495755,1.40610248,0.669113158,0.471404521,1.304842664,0.0,2.269812059,2.191157135,0.315301768,0.0
abandon,0.941176471,0.117647059,0.294117647,2.117647059,0.058823529,2.176470588,1.1,0.7,2.45,0.55,0.9,1.088036548,0.332105582,0.469668218,1.866894244,0.242535625,1.975958442,1.803505359,1.454575359,2.064104241,1.234376041,1.586124041
abandoned,1.444444444,0.0,0.055555556,1.666666667,0.0,2.777777778,1.315789474,1.052631579,2.631578947,0.894736842,0.789473684,1.822158456,0.0,0.23570226,2.169304578,0.0,1.986885104,1.887168119,1.470966584,2.165654284,1.410072372,1.512134157
abandonee,1.9375,0.0,1.375,0.5625,0.25,3.9375,0.764705882,0.882352941,1.823529412,0.941176471,1.058823529,1.842778699,0.0,1.892969449,1.412739655,1.0,1.388944443,1.480262298,1.536324874,1.91165158,1.675954513,1.599632311
abandoner,0.571428571,0.0,0.142857143,1.642857143,0.0,2.214285714,0.944444444,1.277777778,1.722222222,1.0,0.444444444,0.851630627,0.0,0.36313652,1.984832597,0.0,1.847183779,1.625973816,1.872574684,2.023554111,1.571810496,0.983524408
abandonment,2.133333333,0.066666667,1.2,2.933333333,0.066666667,3.0,0.523809524,0.428571429,2.142857143,0.714285714,0.333333333,1.726543478,0.25819889,1.740279124,1.79151439,0.25819889,1.963961012,1.400680107,0.978336781,1.956673562,1.27054544,0.966091783
abasement,2.833333333,0.166666667,0.666666667,1.25,0.166666667,3.0,0.428571429,0.952380952,2.142857143,1.571428571,0.666666667,1.898963034,0.389249472,0.984731928,1.544785952,0.389249472,1.59544807,0.870139562,1.745743122,2.128044038,2.134746556,1.316561177
abbreviate,2.4,0.0,0.15,0.45,0.0,2.65,0.157894737,2.105263158,2.0,1.789473684,0.210526316,1.875043859,0.0,0.489360485,1.145931017,0.0,1.843195166,0.501459857,1.940639552,2.081665999,1.718492471,0.713282504
abbreviated,1.888888889,0.0,0.277777778,0.444444444,0.0,3.111111111,0.3,0.8,2.2,2.25,0.3,2.083235292,0.0,0.826442095,0.921777198,0.0,2.083235292,0.923380517,1.321880638,2.015727634,1.743408639,0.656946685
abbreviation,2.736842105,0.052631579,0.157894737,0.473684211,0.0,3.947368421,0.0,0.444444444,1.333333333,1.111111111,0.0,1.790161547,0.229415734,0.688247202,1.428613199,0.0,1.432700799,0.0,1.041617646,1.970368732,1.567646752,0.0
abdicate,2.333333333,0.166666667,0.166666667,0.416666667,0.25,3.25,0.933333333,0.866666667,2.466666667,1.533333333,0.6,2.10338832,0.577350269,0.577350269,0.99620492,0.866025404,1.658312395,1.579632266,1.597617273,2.065591118,1.726543478,1.298350602
abdomen,0.588235294,0.235294118,3.294117647,2.352941176,0.235294118,3.647058824,0.263157895,1.315789474,0.947368421,0.210526316,4.157894737,1.371988681,0.9701425,1.649420576,2.234423205,0.9701425,2.029198625,0.933458638,1.887168119,1.393384537,0.917662935,1.344253527
abdominal,0.933333333,0.2,3.2,2.733333333,0.2,3.8,0.333333333,0.476190476,0.857142857,0.380952381,4.142857143,1.667618776,0.774596669,1.897366596,2.051712409,0.774596669,1.264911064,1.110555417,1.249761882,1.352246808,0.973457265,1.768776817
abdominally,0.411764706,0.470588235,0.882352941,2.058823529,0.176470588,1.352941176,0.157894737,0.368421053,0.631578947,0.315789474,3.473684211,1.064120736,1.178857872,1.409004655,2.276801162,0.727606875,1.693412844,0.501459857,0.830697586,1.342076596,0.945905303,1.611363158
abduct,1.736842105,0.0,1.0,0.578947368,0.105263158,2.894736842,1.95,2.55,2.35,1.85,1.7,1.790161547,0.0,1.374368542,1.017392608,0.315301768,1.969058908,1.848897253,1.848897253,1.843195166,1.814415956,1.657518754
abductee,1.25,0.1,0.6,0.55,0.1,2.9,1.411764706,1.823529412,2.352941176,1.411764706,1.529411765,1.618153594,0.447213595,1.313893371,1.538112309,0.447213595,1.916685736,1.872792819,1.975958442,1.93459222,1.73417212,1.907801322
abduction,2.058823529,0.0,1.529411765,2.176470588,0.0,4.0,1.80952381,2.333333333,1.952380952,1.476190476,1.333333333,1.853057886,0.0,1.58578242,1.845104811,0.0,1.17260394,2.112322126,2.373464416,2.246690688,1.88730092,1.932183566
abductor,2.352941176,0.294117647,1.823529412,0.941176471,0.352941176,3.058823529,1.222222222,2.0,2.388888889,1.444444444,1.222222222,1.93459222,1.212678125,2.007339474,1.748949264,1.221739358,1.983386883,1.895988197,2.114376559,2.118237027,1.976991839,1.895988197
abhor,1.695652174,0.0,0.173913043,2.086956522,0.173913043,1.782608696,0.111111111,0.222222222,1.833333333,1.111111111,0.111111111,1.717153633,0.0,0.650326765,2.213862184,0.834057656,1.650248514,0.471404521,0.646761667,1.382665797,1.3234931,0.323380833
abhorrence,1.3125,0.1875,0.5,2.75,0.4375,1.5,0.588235294,0.705882353,3.529411765,1.470588235,0.647058824,1.662077014,0.543905629,1.154700538,1.914854216,1.030776406,2.0,1.227743027,1.263165957,1.662740474,1.73629084,1.411611511
abhorrently,2.266666667,0.866666667,0.466666667,2.733333333,1.0,2.266666667,0.043478261,0.086956522,1.739130435,1.304347826,0.0,1.830950833,1.457329587,0.639940473,2.153623746,1.558387445,1.830950833,0.208514414,0.288104066,1.93572611,1.844766125,0.0
abhorring,1.0,0.2,0.0,3.2,0.2,1.4,0.5,1.0625,3.0625,1.875,0.6875,1.414213562,0.560611911,0.0,2.111194652,0.560611911,1.804755623,1.032795559,1.652018967,1.806239187,1.784189825,1.195477589
abide,1.1875,0.0625,0.4375,1.1875,0.1875,1.6875,0.578947368,0.789473684,2.105263158,1.421052632,0.789473684,1.515200757,0.25,1.263262971,1.600781059,0.543905629,1.887458609,1.070606758,1.272746259,1.940639552,1.835325871,1.43677677
abiding,0.533333333,0.133333333,0.133333333,1.466666667,0.2,0.6,0.555555556,0.888888889,2.388888889,0.888888889,0.666666667,1.125462868,0.516397779,0.516397779,1.884776101,0.774596669,0.985610761,0.921777198,1.490711985,1.974510777,1.450715397,1.137592918
abidingly,1.583333333,0.083333333,0.166666667,1.583333333,0.083333333,1.75,0.705882353,0.647058824,1.352941176,1.117647059,0.647058824,1.831955405,0.288675135,0.389249472,1.880924982,0.288675135,1.815338686,1.212678125,1.169464432,1.800735144,1.576481563,1.169464432
ability,1.222222222,0.277777778,0.833333333,2.555555556,0.166666667,2.0,2.454545455,2.545454545,2.727272727,1.954545455,1.954545455,1.767535857,0.751903902,1.382665797,1.854159782,0.514495755,1.878672873,1.792239162,1.792239162,1.881787858,1.838147948,1.812056783
ablaze,1.470588235,0.0,1.117647059,0.823529412,0.941176471,3.705882353,0.388888889,0.555555556,2.277777778,0.722222222,0.333333333,1.58578242,0.0,1.615640467,1.333945938,1.519481336,1.759428383,1.036900863,1.1490263,2.16402554,1.40610248,0.9701425
able,1.133333333,0.933333333,1.266666667,3.066666667,0.666666667,2.0,1.894736842,2.315789474,2.684210526,1.473684211,1.684210526,1.884776101,1.830950833,2.186538905,1.486446706,1.496026483,2.267786838,1.852767805,2.083070159,1.857496271,1.982378511,1.796683104
ably,1.176470588,0.0,0.235294118,1.176470588,0.0,2.529411765,1.647058824,2.058823529,2.647058824,1.529411765,1.705882353,1.629236559,0.0,0.752446989,1.667156791,0.0,2.065116433,1.93459222,2.105664629,1.617914416,1.874754886,1.961017143
abnormal,1.894736842,1.263157895,2.0,2.052631579,1.526315789,3.0,0.571428571,0.761904762,2.428571429,1.0,0.714285714,1.997073883,1.851188965,1.795054936,2.013114895,2.010207868,1.914854216,0.978336781,1.091089451,1.748468718,1.549193338,1.10194633
abnormality,1.421052632,0.684210526,1.842105263,1.526315789,0.789473684,3.052631579,0.684210526,1.105263158,2.473684211,0.894736842,0.421052632,1.804801912,1.335524515,1.893355572,1.866917276,1.397575177,1.71508614,1.157230006,1.328940131,1.982378511,1.448935887,0.768533197
abnormally,1.055555556,0.444444444,1.111111111,2.388888889,0.444444444,2.555555556,0.941176471,1.176470588,2.705882353,1.176470588,0.941176471,1.661757476,0.855585264,1.409584373,1.944491129,0.855585264,1.947010445,1.951620744,1.975958442,2.023755972,1.975958442,1.951620744
aboard,1.19047619,0.0,0.714285714,0.714285714,0.238095238,2.857142857,2.777777778,2.166666667,2.5,1.333333333,1.888888889,1.289148852,0.0,1.146423008,1.146423008,0.624880941,1.740279124,1.926763686,2.007339474,1.917412472,1.748949264,1.936913521
abode,0.866666667,0.133333333,2.066666667,0.733333333,1.2,3.6,1.25,1.3125,2.4375,1.3125,1.3125,1.767430203,0.351865775,2.086236073,1.387014608,1.567527626,1.723783215,1.914854216,2.023816527,1.860779407,1.887458609,1.887458609
abolish,2.12,0.24,0.96,1.12,0.16,2.32,0.315789474,0.947368421,2.526315789,1.105263158,0.368421053,2.027313493,0.663324958,1.593737745,1.6663333,0.553774924,2.014944168,1.157230006,1.747178176,1.866917276,1.523692038,1.211542924
abolishable,1.666666667,0.0,0.4,0.466666667,0.0,2.066666667,0.058823529,0.529411765,1.705882353,0.705882353,0.176470588,1.67616342,0.0,1.298350602,1.35576371,0.0,1.907379154,0.242535625,1.374665735,2.143732314,1.686887144,0.52859414
abolisher,0.642857143,0.142857143,0.428571429,0.642857143,0.285714286,2.285714286,0.578947368,0.736842105,1.368421053,0.631578947,0.421052632,1.081817762,0.534522484,0.937614462,1.645840578,1.069044968,2.054210364,1.169795304,1.521771821,2.033347713,1.460993814,0.901590537
abolishment,2.294117647,0.0,0.294117647,0.294117647,0.0,2.882352941,0.529411765,1.117647059,2.176470588,1.294117647,0.470588235,1.862951485,0.0,0.771743633,1.212678125,0.0,1.653872461,1.178857872,1.576481563,2.068673915,1.531531337,1.067570083
abolition,0.727272727,0.0,0.272727273,1.181818182,0.0,1.272727273,0.714285714,1.0,2.0,1.142857143,0.5,1.272077756,0.0,0.646669791,1.887759615,0.0,1.902151891,1.266647388,1.414213562,1.664100589,1.511857892,0.940539943
abolitionism,2.0,0.058823529,0.117647059,0.823529412,0.058823529,1.764705882,0.428571429,0.714285714,2.142857143,1.5,0.428571429,1.936491673,0.242535625,0.332105582,1.333945938,0.242535625,1.95350364,1.342459609,1.489892687,2.213842565,1.951330907,1.342459609
abolitionist,2.0,0.083333333,0.5,0.416666667,0.166666667,2.166666667,0.272727273,0.181818182,1.636363636,1.0,0.545454545,1.758098146,0.288675135,1.243163121,0.792961461,0.389249472,1.898963034,0.904534034,0.603022689,2.01359019,1.61245155,1.213559752
abominable,1.882352941,0.294117647,0.470588235,1.294117647,0.117647059,2.470588235,0.157894737,0.578947368,1.736842105,0.842105263,0.526315789,1.996320144,0.685994341,0.943242218,1.72353945,0.332105582,1.907801322,0.501459857,1.304513084,2.104020101,1.572795031,1.172292202
abominableness,2.727272727,0.454545455,0.636363636,1.636363636,0.545454545,3.727272727,0.764705882,0.823529412,3.058823529,1.352941176,0.411764706,1.954016842,1.507556723,1.566698904,1.963299634,1.507556723,1.848832555,1.521898969,1.333945938,1.951620744,1.868862504,0.795206226
abominably,1.583333333,0.583333333,0.583333333,1.25,0.75,2.833333333,0.5,0.611111111,1.666666667,0.555555556,1.111111111,1.676486224,0.900336637,0.900336637,1.288057029,1.138180366,1.94624736,1.150447483,1.092158623,1.680336101,1.041617646,1.745208192
abominate,1.173913043,0.47826087,0.695652174,1.304347826,0.47826087,2.52173913,1.0,1.571428571,2.047619048,1.523809524,0.904761905,1.435022138,1.038773981,1.22232203,1.917260892,0.947223945,1.97414113,1.224744871,1.832250763,1.627150592,1.435933411,1.261140829
abomination,1.75,0.05,0.35,1.35,0.15,3.2,0.65,1.05,2.8,1.2,0.75,1.802775638,0.223606798,0.587142949,1.268027893,0.366347549,1.673320053,1.496487115,1.904979624,2.166734142,2.142305693,1.446411167
aboriginal,2.588235294,0.058823529,0.176470588,0.058823529,0.294117647,3.823529412,0.352941176,0.411764706,2.117647059,0.529411765,0.411764706,1.73417212,0.242535625,0.392952624,0.242535625,0.587867532,1.667156791,1.221739358,1.227743027,1.996320144,1.23073388,1.227743027
abort,2.0625,0.0,0.375,1.5,0.0,2.8125,0.80952381,1.333333333,1.523809524,0.80952381,0.761904762,1.842778699,0.0,0.885061203,1.712697677,0.0,1.796988221,1.470341716,1.770122406,1.66189794,1.470341716,1.410842369
aborted,1.631578947,0.526315789,0.894736842,1.263157895,0.578947368,3.0,0.933333333,1.866666667,1.866666667,1.266666667,1.4,1.706540566,1.348596845,1.728671193,1.593113836,1.387074839,1.699673171,1.486446706,2.133630932,2.099886618,1.79151439,1.956673562
abortion,0.823529412,0.058823529,0.705882353,2.470588235,0.117647059,2.235294118,1.142857143,1.333333333,1.761904762,0.476190476,2.619047619,1.286239389,0.242535625,1.531531337,1.972233729,0.332105582,1.562426469,1.681835732,1.798147195,1.841324575,0.980767435,2.155833724
abortionist,1.666666667,0.0,0.444444444,0.666666667,0.0,2.722222222,0.444444444,1.611111111,1.555555556,0.666666667,0.888888889,1.909727421,0.0,1.247219129,1.495090003,0.0,2.108960032,0.983524408,2.145827384,2.175322078,1.328422328,1.529663127
abortive,1.571428571,0.0,0.142857143,0.5,0.0,2.214285714,0.473684211,0.578947368,1.263157895,0.684210526,0.947368421,1.785164751,0.0,0.534522484,1.160238702,0.0,2.006856379,1.020262551,1.070606758,1.939132259,1.335524515,1.508261848
abortively,1.266666667,0.0,0.266666667,0.866666667,0.0,1.733333333,0.705882353,1.176470588,1.529411765,0.941176471,0.823529412,1.437590577,0.0,0.798808637,1.807392228,0.0,1.533747356,1.358524286,1.740520544,1.699913493,1.712840778,1.550616576
abound,0.3125,0.25,0.25,0.625,0.1875,1.5,1.3,1.1,1.7,0.8,0.65,0.704154339,1.0,1.0,1.147460965,0.75,2.033060091,1.838191331,1.552586975,1.866604009,1.576137851,1.424411236
abounding,0.5625,0.375,0.5,0.625,0.0625,1.6875,0.375,1.0,2.0,0.875,0.4375,0.963932916,0.806225775,0.816496581,1.204159458,0.25,1.778341924,0.806225775,1.591644852,1.632993162,1.310216267,1.093541647
about,1.4375,0.0,0.125,0.4375,0.0,1.1875,0.117647059,0.117647059,1.941176471,0.294117647,0.058823529,1.965324401,0.0,0.5,1.093541647,0.0,1.905037182,0.48507125,0.48507125,1.983386883,0.771743633,0.242535625
above,0.294117647,0.0,0.470588235,0.823529412,0.0,3.235294118,1.047619048,1.857142857,2.666666667,0.619047619,1.142857143,0.587867532,0.0,0.943242218,1.236693885,0.0,1.92124347,1.532194194,1.904880949,2.265686062,1.359271514,1.651838802
above all,0.55,0.0,0.55,1.05,0.0,1.0,1.058823529,1.352941176,2.235294118,1.764705882,1.117647059,1.276302225,0.0,1.394538218,1.904979624,0.0,1.747178176,1.599632311,1.998160919,2.016476251,2.278415342,1.72780037
aboveboard,2.176470588,0.117647059,0.176470588,1.294117647,0.235294118,3.235294118,0.266666667,0.666666667,2.4,1.466666667,0.333333333,2.128241472,0.48507125,0.727606875,1.686887144,0.752446989,2.13686136,0.703731551,1.2344268,2.261478657,1.995232413,0.723746864
aboveground,1.15,0.0,0.75,0.45,0.45,4.4,2.142857143,2.095238095,3.19047619,1.095238095,2.095238095,1.78517285,0.0,1.371706582,1.276302225,1.276302225,1.046296728,2.128044038,2.095346318,2.064438123,1.786190413,2.095346318
abovementioned,1.333333333,0.066666667,0.2,0.066666667,0.133333333,2.066666667,0.095238095,0.904761905,1.619047619,1.333333333,0.19047619,1.838736626,0.25819889,0.560611911,0.25819889,0.516397779,2.186538905,0.43643578,1.813966976,1.986861608,1.906130461,0.872871561
abracadabra,1.857142857,0.0,0.0,0.357142857,0.0,1.071428571,0.058823529,1.588235294,1.764705882,2.235294118,0.117647059,1.875228924,0.0,0.0,1.33630621,0.0,1.859043828,0.242535625,1.769845457,1.855040827,1.888432279,0.332105582
abrasion,0.705882353,0.176470588,3.294117647,1.647058824,0.0,2.411764706,1.882352941,2.941176471,1.941176471,0.647058824,1.176470588,1.403776419,0.727606875,1.928882639,2.029198625,0.0,2.093407018,1.798692335,1.638237934,1.919328927,1.05718828,1.550616576
abrasive,1.333333333,0.466666667,4.266666667,0.8,0.4,2.0,2.315789474,4.368421053,1.842105263,1.947368421,1.526315789,1.718249386,0.990430402,1.579632266,1.473576795,0.91025899,1.511857892,1.733738144,0.955133866,1.979426345,1.747178176,1.540866317
abrasively,1.882352941,0.0,3.117647059,1.058823529,0.0,1.588235294,0.722222222,1.611111111,1.611111111,1.944444444,0.444444444,1.653872461,0.0,1.536324874,1.434860108,0.0,1.583462327,1.127493605,1.539246909,1.914000703,2.042841799,1.247219129
abrasiveness,2.05,0.35,3.65,1.55,0.05,2.0,1.368421053,2.578947368,3.052631579,1.789473684,1.157894737,1.761428846,0.933302004,1.899445903,1.848897253,0.223606798,1.891810606,1.891810606,2.142578651,2.013114895,2.043388998,1.772103518
abreast,0.333333333,0.0,0.733333333,0.466666667,0.0,3.133333333,1.625,1.875,1.6875,1.0625,2.375,1.290994449,0.0,1.486446706,0.915475416,0.0,1.959105724,1.821171784,1.668332501,1.740450133,1.481834449,2.061552813
abridge,1.416666667,0.25,0.333333333,0.333333333,0.25,1.75,0.210526316,0.631578947,2.052631579,1.052631579,0.210526316,1.676486224,0.866025404,1.154700538,0.887625365,0.866025404,2.00567377,0.535303379,0.955133866,1.957143162,1.393384537,0.535303379
abridged,1.333333333,0.0,0.333333333,0.133333333,0.0,2.466666667,0.25,0.5625,2.0625,0.25,0.4375,1.838736626,0.0,1.290994449,0.516397779,0.0,1.884776101,0.774596669,1.263262971,1.948289848,0.577350269,1.31497782
abridgment,0.846153846,0.230769231,0.538461538,0.538461538,0.307692308,2.153846154,0.214285714,0.285714286,2.0,0.571428571,0.0,1.14354375,0.59914469,1.198289379,1.330124344,0.630425172,1.724632997,0.801783726,0.825420306,2.038098661,1.283881478,0.0
abroad,1.684210526,0.789473684,0.842105263,0.684210526,0.947368421,2.842105263,2.388888889,2.166666667,3.277777778,2.222222222,1.944444444,1.66842013,1.228320776,1.25888654,1.056862841,1.393384537,1.893355572,2.199970291,2.307277489,2.023554111,2.157219222,2.154945672
abrupt,2.368421053,0.0,0.631578947,1.578947368,0.0,2.0,1.2,1.0,1.8,1.65,1.1,2.005839428,0.0,1.116070802,1.804801912,0.0,1.885618083,1.935812083,1.777046633,1.794729125,2.084403234,1.83245593
abruptly,3.058823529,0.058823529,0.470588235,1.0,0.058823529,3.882352941,1.105263158,1.736842105,1.684210526,1.210526316,0.631578947,1.853057886,0.242535625,0.943242218,1.58113883,0.242535625,1.053704948,1.663154193,1.521771821,1.600438536,1.474936811,0.895080773
abruptness,3.277777778,0.055555556,1.055555556,1.444444444,0.055555556,3.0,1.052631579,1.263157895,2.105263158,1.368421053,0.736842105,1.775836358,0.23570226,1.661757476,1.885618083,0.23570226,2.029198625,1.508261848,1.75885396,2.024701263,1.920952493,1.147078669
abscess,0.15,0.45,2.85,2.6,1.05,4.0,1.055555556,1.833333333,2.111111111,1.166666667,1.277777778,0.366347549,0.998683344,1.87153188,2.087557122,1.316894273,1.414213562,1.764760348,2.148871113,2.246275058,1.757337558,1.808657466
abscessed,0.294117647,1.294117647,2.647058824,3.235294118,1.941176471,3.882352941,0.923076923,1.230769231,1.153846154,1.769230769,0.846153846,0.587867532,1.794599742,2.029198625,2.13686136,2.014652211,1.691240408,1.656378503,1.83275049,1.863963244,2.166173514,1.863963244
absence,1.736842105,0.631578947,1.052631579,1.421052632,0.684210526,3.210526316,0.619047619,0.666666667,2.571428571,1.095238095,1.0,2.130260945,1.300022492,1.778691286,2.008752777,1.454977342,2.043388998,1.283596139,1.390443574,1.963961012,1.640267109,1.788854382
absent,1.486486486,0.459459459,0.864864865,0.918918919,0.324324324,3.243243243,0.611111111,0.722222222,2.388888889,0.944444444,0.722222222,1.643533146,1.095308039,1.250825553,1.460182226,0.914514263,1.920726214,1.460817212,1.526455161,2.173067468,1.797783675,1.447332457
absentee,0.766666667,0.0,0.166666667,0.533333333,0.0,2.2,1.057142857,1.228571429,2.4,1.571428571,1.0,1.406471087,0.0,0.912870929,1.166584562,0.0,1.989628279,1.714005579,1.767113204,2.046517846,1.959677559,1.680336101
absenteeism,0.866666667,0.0,0.066666667,0.266666667,0.0,1.8,1.6875,1.6875,2.625,1.3125,1.5625,1.641718032,0.0,0.25819889,0.798808637,0.0,1.740279124,2.242580359,2.120338023,2.390955179,1.815443013,2.096624271
absently,0.80952381,0.238095238,0.666666667,1.714285714,0.19047619,2.095238095,0.55,0.7,2.5,0.65,0.5,1.327367606,0.624880941,1.354006401,1.616875293,0.511766316,1.813966976,1.394538218,1.454575359,2.039091645,1.182103388,1.192079121
absentminded,1.823529412,0.0,0.176470588,2.235294118,0.0,2.647058824,0.15,0.25,3.5,0.5,0.25,1.91165158,0.0,0.727606875,2.016476251,0.0,1.998160919,0.366347549,0.550119604,1.877848713,0.827170192,0.716350399
absentmindedly,1.4375,0.3125,0.3125,1.75,0.25,1.4375,0.428571429,0.857142857,3.666666667,0.761904762,0.285714286,1.631716887,1.01447852,0.793200269,1.843908891,0.774596669,1.459166429,0.870139562,1.492840055,1.798147195,1.300183137,0.643650304
absentmindedness,1.117647059,0.0,0.294117647,2.235294118,0.058823529,2.0,0.25,0.25,3.8,0.75,0.15,1.495090003,0.0,0.685994341,1.821037196,0.242535625,1.936491673,0.550119604,0.638666374,1.735086832,1.164157703,0.489360485
absentness,0.681818182,0.227272727,0.681818182,1.090909091,0.363636364,3.227272727,1.3,1.45,2.45,1.55,1.55,1.249242195,0.528413455,1.286796082,1.659291039,1.09307145,1.974403302,1.922169827,1.932410548,2.038446261,2.01246118,2.064104241
absinthe,0.076923077,4.230769231,0.846153846,2.461538462,2.538461538,2.846153846,1.25,1.9375,2.9375,4.125,1.4375,0.277350098,1.48064435,1.675616993,2.295480509,1.941450687,2.034951017,1.879716291,2.351418012,2.048373338,1.74642492,2.128183889
absolute,1.5625,0.0625,0.6875,1.625,0.0625,1.8125,1.052631579,1.052631579,2.526315789,1.631578947,1.0,1.364734406,0.25,1.447699324,1.62788206,0.25,1.424488212,1.71508614,1.71508614,2.064741605,2.265944157,1.699673171
absolutely,1.222222222,0.111111111,0.277777778,1.5,0.111111111,1.888888889,1.65,2.05,2.5,1.95,1.55,1.832887646,0.471404521,1.178511302,1.886484437,0.471404521,2.246275058,1.814415956,1.959457497,2.039091645,2.01246118,1.959457497
absoluteness,2.375,0.3125,0.5,1.6875,0.3125,2.5625,0.210526316,0.105263158,1.578947368,0.631578947,0.157894737,1.995828984,0.87321246,1.032795559,2.088659857,0.87321246,1.965324401,0.713282504,0.458831468,1.923994383,1.256561725,0.688247202
absolution,0.947368421,0.052631579,0.052631579,1.368421053,0.052631579,1.210526316,0.333333333,0.555555556,1.888888889,1.277777778,0.444444444,1.508261848,0.229415734,0.229415734,1.94965884,0.229415734,1.512134157,0.84016805,1.199128224,2.025975114,1.637988564,0.983524408
absolutism,1.307692308,0.0,0.076923077,0.769230769,0.0,0.692307692,0.0,0.4,2.6,1.2,0.0,1.601281538,0.0,0.277350098,1.690850188,0.0,1.436698495,0.0,1.055597326,2.354327323,2.077085871,0.0
absolutist,2.692307692,0.384615385,0.692307692,0.923076923,0.384615385,1.846153846,0.666666667,1.066666667,2.4,1.466666667,0.533333333,1.887883091,1.386750491,1.702185624,1.705947364,1.386750491,2.075498087,1.290994449,1.830950833,2.063284483,1.922300209,1.125462868
absolvable,1.733333333,0.0,0.133333333,1.266666667,0.0,2.133333333,0.176470588,0.470588235,1.470588235,1.294117647,0.294117647,1.94446712,0.0,0.516397779,1.869555588,0.0,2.065591118,0.727606875,1.007326105,1.841115391,1.571810496,0.685994341
absolve,2.117647059,0.0,0.294117647,1.470588235,0.0,1.352941176,0.176470588,0.352941176,2.352941176,2.470588235,0.352941176,1.798692335,0.0,0.771743633,2.003673098,0.0,1.32009358,0.727606875,0.996316746,2.089891638,2.182820625,0.996316746
absorb,0.333333333,0.194444444,2.194444444,0.916666667,0.055555556,3.388888889,1.095238095,1.714285714,2.0,1.380952381,1.142857143,1.014185106,0.855885321,1.997418969,1.696635326,0.232310684,1.744833644,1.48002574,1.847778589,1.816590212,1.716863142,1.525965736
absorbability,0.642857143,0.642857143,2.25,0.821428571,0.428571429,3.392857143,0.368421053,1.842105263,1.789473684,0.631578947,0.526315789,1.41981443,1.496026483,1.797632187,1.678923187,1.345185418,1.685214256,0.895080773,1.7082531,2.043388998,1.116070802,1.020262551
absorbable,0.4,0.2,2.1,0.65,0.2,3.2,0.315789474,1.684210526,0.894736842,0.631578947,0.315789474,1.095445115,0.523148364,1.744163199,1.268027893,0.523148364,1.908430052,0.820069887,1.600438536,1.523692038,1.164785451,0.749268649
absorbed,0.947368421,0.368421053,1.368421053,2.368421053,0.157894737,2.473684211,0.388888889,0.75,2.805555556,0.777777778,0.583333333,1.432700799,0.955133866,1.673669499,2.033347713,0.374634325,1.743827879,0.766356045,1.295596939,1.983063207,1.354592424,1.130739328
absorbency,0.157894737,0.052631579,2.210526316,0.315789474,0.210526316,2.526315789,0.5,1.636363636,1.636363636,0.909090909,0.681818182,0.374634325,0.229415734,1.781976037,0.671038298,0.535303379,1.866917276,1.011834731,1.528941574,1.528941574,1.341963413,1.041352767
absorbent,0.5,0.125,2.8125,0.3125,0.1875,3.375,0.789473684,1.736842105,1.789473684,0.947368421,0.736842105,0.894427191,0.341565026,1.641899307,0.602079729,0.543905629,1.821171784,1.134261746,1.726978906,1.873171623,1.470966584,1.045737659
absorber,1.1875,0.25,2.625,0.8125,0.4375,3.375,0.235294118,1.411764706,1.294117647,0.411764706,0.588235294,1.641899307,0.577350269,1.586400538,1.470544117,0.81394103,1.543804824,0.9701425,2.063335392,1.72353945,0.939336437,1.502448981
absorbing,0.65,0.4,1.6,1.35,0.2,2.5,0.95,1.15,2.7,1.35,1.15,1.424411236,1.187655807,1.729009452,1.78517285,0.523148364,1.960128889,1.637552731,1.694418081,2.12998641,1.814415956,1.725200217
absorbingly,0.529411765,0.352941176,1.470588235,0.764705882,0.352941176,2.411764706,0.8,1.466666667,2.4,1.666666667,1.066666667,1.178857872,0.861769725,1.874754886,1.347655917,0.861769725,2.063335392,1.320173149,1.884776101,2.131397932,2.023669463,1.486446706
